id,author,created_at,last_modified,downloads,likes,tags,description,url,languages,tasks,size_categories
deepghs/azurlane_voices_jp,deepghs,2024-08-28 09:15:32+00:00,2024-08-28 09:38:53+00:00,31,8,"['task_categories:automatic-speech-recognition', 'task_categories:audio-classification', 'language:ja', 'license:other', 'size_categories:10K<n<100K', 'format:parquet', 'modality:tabular', 'modality:text', 'modality:audio', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us', 'audio', 'text', 'voice', 'anime', 'azurlane']","
	
		
		JP Voice-Text Dataset for Azur Lane Waifus
	

This is the JP voice-text dataset for azur lane playable characters. Very useful for fine-tuning or evaluating ASR/ASV models.
Only the voices with strictly one voice actor is maintained here to reduce the noise of this dataset.
30160 records, 75.8 hours in total. Average duration is approximately 9.05s.

	
		
id
char_id
voice_actor_name
voice_title
voice_text
time
sample_rate
file_size
filename
mimetype
file_url… See the full description on the dataset page: https://huggingface.co/datasets/deepghs/azurlane_voices_jp.",https://huggingface.co/datasets/deepghs/azurlane_voices_jp,['ja'],"['automatic-speech-recognition', 'audio-classification']",['10K<n<100K']
deepghs/girlsfrontline_voices_jp,deepghs,2024-08-28 11:32:04+00:00,2024-08-28 11:43:19+00:00,34,8,"['task_categories:automatic-speech-recognition', 'task_categories:audio-classification', 'language:ja', 'license:other', 'size_categories:10K<n<100K', 'format:parquet', 'modality:tabular', 'modality:text', 'modality:audio', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us', 'audio', 'text', 'voice', 'anime', 'girlsfrontline']","
	
		
		JP Voice-Text Dataset for Girls Front Line Waifus
	

This is the JP voice-text dataset for girls front line playable characters. Very useful for fine-tuning or evaluating ASR/ASV models.
Only the voices with strictly one voice actor is maintained here to reduce the noise of this dataset.
12508 records, 20.9 hours in total. Average duration is approximately 6.01s.

	
		
id
char_id
voice_actor_name
voice_title
voice_text
time
sample_rate
file_size
filename
mimetype
file_url… See the full description on the dataset page: https://huggingface.co/datasets/deepghs/girlsfrontline_voices_jp.",https://huggingface.co/datasets/deepghs/girlsfrontline_voices_jp,['ja'],"['automatic-speech-recognition', 'audio-classification']",['10K<n<100K']
openai/MMMLU,openai,2024-09-13 16:37:19+00:00,2024-10-16 18:39:00+00:00,10951,501,"['task_categories:question-answering', 'language:ar', 'language:bn', 'language:de', 'language:es', 'language:fr', 'language:hi', 'language:id', 'language:it', 'language:ja', 'language:ko', 'language:pt', 'language:sw', 'language:yo', 'language:zh', 'license:mit', 'size_categories:100K<n<1M', 'format:csv', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'arxiv:2009.03300', 'region:us']","
	
		
		Multilingual Massive Multitask Language Understanding (MMMLU)
	

The MMLU is a widely recognized benchmark of general knowledge attained by AI models. It covers a broad range of topics from 57 different categories, covering elementary-level knowledge up to advanced professional subjects like law, physics, history, and computer science.
We translated the MMLU’s test set into 14 languages using professional human translators. Relying on human translators for this evaluation increases… See the full description on the dataset page: https://huggingface.co/datasets/openai/MMMLU.",https://huggingface.co/datasets/openai/MMMLU,"['ar', 'bn', 'de', 'es', 'fr', 'hi', 'id', 'it', 'ja', 'ko', 'pt', 'sw', 'yo', 'zh']",['question-answering'],['100K<n<1M']
JMMMU/JMMMU,JMMMU,2024-09-29 22:21:14+00:00,2025-05-30 13:10:48+00:00,311,17,"['task_categories:question-answering', 'task_categories:visual-question-answering', 'task_categories:multiple-choice', 'language:ja', 'license:mit', 'size_categories:1K<n<10K', 'format:parquet', 'modality:image', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'arxiv:2410.17250', 'region:us']","
	
		
		JMMMU: A Japanese Massive Multi-discipline Multimodal Understanding Benchmark
	

🌐 Homepage | 🤗 Dataset | 🏆 HF Leaderboard | 📖 arXiv | 💻 Code

	
		
	
	
		Introduction
	

We introduce JMMMU (Japanese MMMU), a multimodal benchmark that can truly evaluate LMM performance in Japanese. To create JMMMU, we first carefully analyzed the existing MMMU benchmark and examined its cultural dependencies. Then, for questions in culture-agnostic subjects, we employed native Japanese speakers who… See the full description on the dataset page: https://huggingface.co/datasets/JMMMU/JMMMU.",https://huggingface.co/datasets/JMMMU/JMMMU,['ja'],"['question-answering', 'visual-question-answering', 'multiple-choice']",['1K<n<10K']
haoranxu/X-ALMA-Parallel-Data,haoranxu,2024-10-03 02:07:08+00:00,2024-10-07 06:11:17+00:00,539,7,"['language:en', 'language:da', 'language:nl', 'language:de', 'language:is', 'language:no', 'language:sc', 'language:af', 'language:ca', 'language:ro', 'language:gl', 'language:it', 'language:pt', 'language:es', 'language:bg', 'language:mk', 'language:sr', 'language:uk', 'language:ru', 'language:id', 'language:ms', 'language:th', 'language:vi', 'language:mg', 'language:fr', 'language:hu', 'language:el', 'language:cs', 'language:pl', 'language:lt', 'language:lv', 'language:ka', 'language:zh', 'language:ja', 'language:ko', 'language:fi', 'language:et', 'language:gu', 'language:hi', 'language:mr', 'language:ne', 'language:ur', 'language:az', 'language:kk', 'language:ky', 'language:tr', 'language:uz', 'language:ar', 'language:he', 'language:fa', 'size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'arxiv:2410.03115', 'region:us']","
This is the translation parallel dataset used by X-ALMA.
@misc{xu2024xalmaplugplay,
      title={X-ALMA: Plug & Play Modules and Adaptive Rejection for Quality Translation at Scale}, 
      author={Haoran Xu and Kenton Murray and Philipp Koehn and Hieu Hoang and Akiko Eriguchi and Huda Khayrallah},
      year={2024},
      eprint={2410.03115},
      archivePrefix={arXiv},
      primaryClass={cs.CL},
      url={https://arxiv.org/abs/2410.03115}, 
}

",https://huggingface.co/datasets/haoranxu/X-ALMA-Parallel-Data,"['en', 'da', 'nl', 'de', 'is', 'no', 'sc', 'af', 'ca', 'ro', 'gl', 'it', 'pt', 'es', 'bg', 'mk', 'sr', 'uk', 'ru', 'id', 'ms', 'th', 'vi', 'mg', 'fr', 'hu', 'el', 'cs', 'pl', 'lt', 'lv', 'ka', 'zh', 'ja', 'ko', 'fi', 'et', 'gu', 'hi', 'mr', 'ne', 'ur', 'az', 'kk', 'ky', 'tr', 'uz', 'ar', 'he', 'fa']",[],['100K<n<1M']
rombodawg/Everything_Instruct_Multilingual,rombodawg,2024-10-08 21:13:18+00:00,2024-10-08 22:35:10+00:00,98,25,"['language:en', 'language:ru', 'language:zh', 'language:ko', 'language:ur', 'language:la', 'language:ar', 'language:de', 'language:es', 'language:fr', 'language:hi', 'language:it', 'language:ja', 'language:nl', 'language:pt', 'license:apache-2.0', 'size_categories:1M<n<10M', 'format:json', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us', 'Num_Rows = 7,799,967', 'Max_length = 8180']","
	
		
		Everything Instruct (Multilingual Edition)
	

Everything you need... all in one place 💘

Everything instruct (Multilingual Edition) is a massive alpaca instruct formatted dataset consisting of a wide variety of topics meant to bring LLM's to the next level in open source AI.
Note: This dataset is fully uncensored (No model will refuse any request trained on this dataset unless otherwise aligned)
Note2: This version of the dataset supports the following languages:

English
Russian… See the full description on the dataset page: https://huggingface.co/datasets/rombodawg/Everything_Instruct_Multilingual.",https://huggingface.co/datasets/rombodawg/Everything_Instruct_Multilingual,"['en', 'ru', 'zh', 'ko', 'ur', 'la', 'ar', 'de', 'es', 'fr', 'hi', 'it', 'ja', 'nl', 'pt']",[],['1M<n<10M']
Qwen/P-MMEval,Qwen,2024-11-13 06:12:25+00:00,2024-11-28 06:19:41+00:00,900,13,"['language:ar', 'language:es', 'language:fr', 'language:ja', 'language:ko', 'language:pt', 'language:th', 'language:vi', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:10K<n<100K', 'format:json', 'modality:tabular', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'arxiv:2411.09116', 'region:us']","
	
		
		P-MMEval: A Parallel Multilingual Multitask Benchmark for Consistent Evaluation of LLMs
	


	
		
		Introduction
	

We introduce a multilingual benchmark, P-MMEval, covering effective fundamental and capability-specialized datasets. We extend the existing benchmarks, ensuring consistent language coverage across all datasets and providing parallel samples among multiple languages, supporting up to 10 languages from 8 language families (i.e., en, zh, ar, es, ja, ko, th, fr, pt, vi). As a… See the full description on the dataset page: https://huggingface.co/datasets/Qwen/P-MMEval.",https://huggingface.co/datasets/Qwen/P-MMEval,"['ar', 'es', 'fr', 'ja', 'ko', 'pt', 'th', 'vi', 'en', 'zh']",[],['10K<n<100K']
hpprc/kaken-trans-ja-en,hpprc,2024-11-29 13:02:31+00:00,2025-01-09 04:09:18+00:00,78,9,"['task_categories:translation', 'language:ja', 'language:en', 'license:cc-by-4.0', 'size_categories:1M<n<10M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us', 'machine-translation', 'synthetic']","llm-jp-corpus-v3のkakenサブセット中の日本語テキストを、Qwen/Qwen2.5-32B-Instructを用いて日本語から英語に翻訳したデータセットです。
オープンな日英パラレルコーパスを意図して作成・公開しました。
id列は翻訳の際に使用したカラムであり、元データセットに存在するidカラムとは異なっています。
kakenサブセット自体のHF版データセットも合わせてご覧ください: hpprc/llmjp-kaken。
本データセットのライセンスは元データセットのライセンスを継承し、CC-BY 4.0とします。
",https://huggingface.co/datasets/hpprc/kaken-trans-ja-en,"['ja', 'en']",['translation'],['1M<n<10M']
Mitsua/art-museums-pd-440k,Mitsua,2024-12-15 13:55:05+00:00,2025-02-13 07:55:37+00:00,319,11,"['task_categories:image-to-text', 'task_categories:text-to-image', 'language:en', 'language:ja', 'license:cc-by-4.0', 'size_categories:100K<n<1M', 'format:webdataset', 'modality:image', 'modality:text', 'library:datasets', 'library:webdataset', 'library:mlcroissant', 'region:us', 'legal']","
	
		
		Art Museums PD 440K
	



	
		
		Summary
	

This is a dataset to train text-to-image or any text and image multimodal models with minimized copyright/licensing concerns.
All images and texts in this dataset are orignally shared under CC0 or public domain, and no pretrained models or any AI models are used to build this dataset except for our ElanMT model to translate English captions to Japanese.
ElanMT model is trained solely on licensed corpus.

	
		
	
	
		Data sources
	

Images and… See the full description on the dataset page: https://huggingface.co/datasets/Mitsua/art-museums-pd-440k.",https://huggingface.co/datasets/Mitsua/art-museums-pd-440k,"['en', 'ja']","['image-to-text', 'text-to-image']",['100K<n<1M']
Mitsua/safe-commons-pd-3m,Mitsua,2024-12-16 08:37:14+00:00,2025-02-13 07:56:14+00:00,119,5,"['task_categories:text-to-image', 'task_categories:image-to-text', 'language:en', 'language:ja', 'license:cc-by-sa-4.0', 'size_categories:1M<n<10M', 'format:parquet', 'modality:image', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'arxiv:2103.00020', 'arxiv:2309.16671', 'region:us', 'legal']","
	
		
		Safe Commons PD 3M
	


This is a balanced and safe-to-use public domain / CC0 images dataset.
All images and texts come from Wikimedia Commons and Wikidata with strict filtering.
Images license is either Public Domain or CC0 (varies by image).
Texts license is either CC0 or CC BY-SA (varies by caption source).
No synthetic data (AI generated images or captions) is in the dataset.

To build this dataset, we tried to avoid any knowledge leaks from existing pre-trained models at the… See the full description on the dataset page: https://huggingface.co/datasets/Mitsua/safe-commons-pd-3m.",https://huggingface.co/datasets/Mitsua/safe-commons-pd-3m,"['en', 'ja']","['text-to-image', 'image-to-text']",['1M<n<10M']
trojblue/danbooru2025-metadata,trojblue,2025-01-02 19:25:56+00:00,2025-04-16 12:53:18+00:00,604,13,"['task_categories:text-to-image', 'task_categories:image-classification', 'language:en', 'language:ja', 'license:mit', 'size_categories:1M<n<10M', 'format:parquet', 'modality:image', 'modality:tabular', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']"," 
   
 

🎨 Danbooru 2025 Metadata 


  Latest Post ID: 9,158,800
  (as of Apr 16, 2025)



📁 About the DatasetThis dataset provides structured metadata for user-submitted images on Danbooru, a large-scale imageboard focused on anime-style artwork.
Scraping began on January 2, 2025, and the data are stored in Parquet format for efficient programmatic access.Compared to earlier versions, this snapshot includes:

More consistent tag history tracking  
Better coverage of older or previously… See the full description on the dataset page: https://huggingface.co/datasets/trojblue/danbooru2025-metadata.",https://huggingface.co/datasets/trojblue/danbooru2025-metadata,"['en', 'ja']","['text-to-image', 'image-classification']",['1M<n<10M']
naist-nlp/MultiExpArt,naist-nlp,2025-01-30 01:46:38+00:00,2025-10-10 05:49:04+00:00,81,1,"['task_categories:text-generation', 'language:en', 'language:ja', 'language:zh', 'language:fr', 'language:it', 'language:nl', 'language:sv', 'language:de', 'language:ru', 'language:es', 'license:cc-by-nc-sa-4.0', 'size_categories:1M<n<10M', 'modality:image', 'arxiv:2409.01584', 'region:us', 'art']","
	
		
		Dataset Card for Multilingual Explain Artworks: MultiExpArt
	



This dataset card aims to be a base template for new datasets. It has been generated using this raw template.

	
		
		Dataset Description
	


	
		
		Dataset Summary
	


As the performance of Large-scale Vision Language Models (LVLMs) improves, they are increasingly capable of responding in multiple languages, and there is an expectation that the demand for explanations generated by LVLMs will grow. However, pre-training… See the full description on the dataset page: https://huggingface.co/datasets/naist-nlp/MultiExpArt.",https://huggingface.co/datasets/naist-nlp/MultiExpArt,"['en', 'ja', 'zh', 'fr', 'it', 'nl', 'sv', 'de', 'ru', 'es']",['text-generation'],['1M<n<10M']
agentlans/multilingual-sentences,agentlans,2025-01-30 07:32:37+00:00,2025-03-11 00:18:59+00:00,441,5,"['task_categories:text-generation', 'task_categories:text-classification', 'task_categories:text-retrieval', 'language:multilingual', 'language:ar', 'language:az', 'language:bg', 'language:bn', 'language:ca', 'language:cs', 'language:da', 'language:de', 'language:el', 'language:en', 'language:es', 'language:et', 'language:fa', 'language:fi', 'language:fr', 'language:he', 'language:hi', 'language:hu', 'language:hy', 'language:id', 'language:is', 'language:it', 'language:ja', 'language:ka', 'language:kk', 'language:ko', 'language:lt', 'language:lv', 'language:mk', 'language:ml', 'language:mr', 'language:ne', 'language:nl', 'language:no', 'language:pl', 'language:pt', 'language:ro', 'language:ru', 'language:sk', 'language:sl', 'language:sq', 'language:sr', 'language:sv', 'language:ta', 'language:th', 'language:tr', 'language:uk', 'language:ur', 'language:vi', 'language:zh', 'size_categories:10M<n<100M', 'format:text', 'modality:text', 'library:datasets', 'library:mlcroissant', 'region:us']","
	
		
		Multilingual Sentences
	

Dataset contains sentences from 50 languages, grouped by their two-letter ISO 639-1 codes. The ""all"" configuration includes sentences from all languages.

	
		
		Dataset Overview
	

Multilingual Sentence Dataset is a comprehensive collection of high-quality, linguistically diverse sentences. Dataset is designed to support a wide range of natural language processing tasks, including but not limited to language modeling, machine translation, and cross-lingual… See the full description on the dataset page: https://huggingface.co/datasets/agentlans/multilingual-sentences.",https://huggingface.co/datasets/agentlans/multilingual-sentences,"['multilingual', 'ar', 'az', 'bg', 'bn', 'ca', 'cs', 'da', 'de', 'el', 'en', 'es', 'et', 'fa', 'fi', 'fr', 'he', 'hi', 'hu', 'hy', 'id', 'is', 'it', 'ja', 'ka', 'kk', 'ko', 'lt', 'lv', 'mk', 'ml', 'mr', 'ne', 'nl', 'no', 'pl', 'pt', 'ro', 'ru', 'sk', 'sl', 'sq', 'sr', 'sv', 'ta', 'th', 'tr', 'uk', 'ur', 'vi', 'zh']","['text-generation', 'text-classification', 'text-retrieval']",['10M<n<100M']
